"product_id","product_name","price","stock_quantity","weight","unit","brand","expiry_date","is_vegan","created_at","updated_at","tax","category"
39,ツナ,"799円",24,1,kg,森永,2026-02-06,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 878円,スナック
40,マヨネーズ大さじ１,"574円",5,250,pieces,森永,2026-02-17,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 619円,乳製品
41,塩こしょう少々,"137円",23,200,g,キッコーマン,2025-08-02,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 147円,スナック
42,トッピングお好みで,"636円",61,1,kg,森永,2026-03-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 686円,冷凍食品
43,レタス,"680円",72,10,pieces,ネスレ,2025-10-02,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 748円,飲料
44,きゅうり,"779円",35,1,kg,雪印,2025-08-18,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 841円,調味料
45,トマト,"142円",87,500,g,森永,2026-03-10,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 153円,飲料
46,韓国のり,"634円",14,500,g,雪印,2025-06-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 684円,冷凍食品
47,ごま油大さじ1,"694円",48,50,ml,明治,2025-10-20,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 763円,飲料
48,しょうゆ大さじ1,"176円",29,500,pieces,明治,2026-02-20,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 190円,飲料
49,酢小さじ1,"243円",79,1,kg,森永,2025-07-17,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 267円,製菓材料
50,おろしにんにく小さじ1,"710円",38,500,l,ネスレ,2026-03-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 781円,乳製品
51,白いりごま小さじ1,"201円",94,100,g,森永,2026-02-05,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 217円,乳製品
52,手羽先,"743円",6,500,l,カルピス,2025-08-23,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 802円,製菓材料
53,サラダ油適量,"802円",19,200,g,ネスレ,2026-04-03,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 866円,製菓材料
54,酒大さじ1,"172円",54,200,g,ネスレ,2025-07-06,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 185円,飲料
55,しょうゆ大さじ1,"424円",53,10,pieces,森永,2026-02-17,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 466円,乳製品
56,おろしにんにく少々,"150円",56,200,g,森永,2025-05-18,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 165円,スナック
57,片栗粉大さじ3,"687円",91,200,pieces,キッコーマン,2026-03-13,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 755円,調味料
58,薄力粉大さじ3,"982円",3,500,pieces,キッコーマン,2025-06-01,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1080円,飲料
59,スパゲッティ,"353円",63,50,l,カルピス,2025-07-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 388円,製菓材料
60,ベーコン,"158円",94,200,l,雪印,2025-10-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 173円,製菓材料
61,菜の花,"127円",16,200,pieces,ネスレ,2026-02-01,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 137円,冷凍食品
62,玉ねぎ,"736円",99,200,l,明治,2025-12-13,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 809円,製菓材料
63,にんにく,"371円",55,100,pieces,カルピス,2026-01-10,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 408円,冷凍食品
64,オリーブオイル小さじ1,"431円",93,100,pieces,カルピス,2025-07-02,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 474円,調味料
65,粉チーズ,"457円",51,10,ml,ネスレ,2025-07-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 502円,飲料
66,塩こしょう少々,"537円",90,250,g,カルピス,2025-11-14,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 579円,製菓材料
67,水200cc,"633円",48,200,l,雪印,2025-11-15,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 683円,乳製品
68,牛乳,"921円",85,50,l,雪印,2026-01-16,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1013円,調味料
69,コンソメ小さじ1,"717円",49,1,kg,雪印,2026-01-06,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 788円,飲料
70,有塩バター10g,"930円",91,100,ml,カルピス,2025-08-29,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1004円,冷凍食品
71,鶏もも肉,"301円",61,50,g,ネスレ,2025-09-26,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 331円,調味料
72,アボカド,"720円",97,200,ml,森永,2025-06-17,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 777円,冷凍食品
73,塩こしょう少々,"723円",14,500,ml,明治,2026-02-15,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 780円,飲料
74,サラダ油大さじ1/2,"279円",92,1,kg,キッコーマン,2026-01-18,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 301円,スナック
75,酒大さじ1,"250円",53,1,kg,明治,2025-11-06,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 270円,調味料
76,砂糖小さじ1,"477円",33,250,pieces,カルピス,2026-01-17,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 515円,製菓材料
77,しょうゆ大さじ1,"493円",69,50,ml,キッコーマン,2025-06-06,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 532円,乳製品
78,わさび小さじ1,"679円",13,500,g,森永,2026-01-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 746円,冷凍食品
79,ごはんお茶碗1杯(150g),"268円",64,500,l,雪印,2026-04-18,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 294円,調味料
80,卵,"312円",32,500,ml,明治,2025-11-18,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 336円,製菓材料
81,ハム,"942円",42,100,l,カルピス,2025-08-12,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1017円,乳製品
82,きゅうり,"630円",98,200,l,キッコーマン,2025-06-30,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 693円,製菓材料
83,海苔1枚,"295円",52,500,pieces,明治,2025-06-12,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 318円,調味料
84,塩ひとつまみ,"801円",34,500,l,明治,2026-04-18,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 881円,冷凍食品
85,酢大さじ2,"204円",79,250,ml,森永,2026-01-27,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 220円,調味料
86,砂糖小さじ１,"431円",42,500,pieces,キッコーマン,2025-09-04,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 465円,飲料
87,塩ひとつまみ,"816円",32,1,kg,カルピス,2025-07-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 897円,飲料
88,さわら,"185円",42,50,l,雪印,2025-07-18,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 203円,冷凍食品
89,酒大さじ1,"162円",97,200,ml,明治,2025-09-02,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 174円,冷凍食品
90,片栗粉大さじ1,"246円",24,50,ml,雪印,2025-06-25,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 265円,製菓材料
91,サラダ油小さじ1,"368円",54,1,kg,キッコーマン,2025-07-31,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 404円,飲料
92,山椒適量,"982円",23,500,l,森永,2025-11-18,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1060円,スナック
93,みりん大さじ2,"458円",65,50,l,ネスレ,2025-08-10,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 494円,飲料
94,砂糖小さじ1,"182円",47,250,l,キッコーマン,2025-07-31,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 200円,乳製品
95,しょうゆ大さじ1と1/2,"242円",78,50,ml,キッコーマン,2025-12-19,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 266円,飲料
96,ごはんどんぶり2杯(400g),"567円",50,50,ml,明治,2026-02-15,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 623円,乳製品
97,豚バラ薄切り肉,"612円",94,500,g,雪印,2026-04-10,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 660円,乳製品
98,レタス,"548円",64,50,ml,キッコーマン,2025-06-07,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 591円,調味料
99,大葉,"299円",98,100,g,森永,2026-03-28,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 322円,飲料
100,塩こしょう少々,"406円",98,50,l,キッコーマン,2025-12-10,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 438円,冷凍食品
101,酒大さじ1,"127円",35,50,l,明治,2025-11-11,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 137円,乳製品
102,梅干し,"593円",48,1,kg,ネスレ,2025-09-07,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 640円,スナック
103,ポン酢しょうゆ大さじ2,"761円",88,50,ml,キッコーマン,2025-06-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 821円,乳製品
104,ごま油小さじ2,"794円",74,100,g,キッコーマン,2025-09-17,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 857円,調味料
105,鯛[刺身],"397円",86,200,pieces,雪印,2025-10-28,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 428円,冷凍食品
106,クレソン,"684円",81,100,g,明治,2026-01-03,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 738円,乳製品
107,塩少々,"799円",3,10,g,雪印,2026-03-03,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 862円,冷凍食品
108,桜の花の塩漬け4個,"827円",83,250,pieces,キッコーマン,2025-06-04,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 893円,調味料
109,オリーブオイル大さじ1と1/2,"711円",63,500,pieces,ネスレ,2025-12-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 782円,製菓材料
110,砂糖小さじ1/2,"973円",83,500,l,明治,2025-10-14,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1050円,調味料
111,塩小さじ1/4,"472円",78,200,g,森永,2025-05-21,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 519円,飲料
112,酢大さじ1/2,"309円",52,100,g,明治,2026-02-24,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 339円,飲料
113,ごはん660g(2合分),"693円",1,50,pieces,ネスレ,2025-07-09,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 762円,スナック
114,マグロ(刺身用）,"646円",63,250,g,ネスレ,2026-04-18,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 697円,冷凍食品
115,サーモン(刺身用),"704円",100,10,g,キッコーマン,2026-03-24,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 774円,乳製品
116,ホタテ (刺身用),"732円",36,200,l,ネスレ,2025-07-24,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 805円,製菓材料
117,いくら,"355円",5,200,ml,雪印,2026-03-16,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 383円,冷凍食品
118,きゅうり,"882円",38,10,ml,森永,2026-02-21,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 952円,製菓材料
119,大葉,"146円",74,500,ml,雪印,2026-04-07,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 160円,スナック
120,塩(きゅうり用)ひとつまみ,"841円",34,1,kg,森永,2025-06-23,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 925円,製菓材料
121,白いりごま大さじ1,"748円",22,1,kg,雪印,2025-12-14,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 822円,飲料
122,卵,"285円",9,1,kg,キッコーマン,2026-03-31,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 313円,スナック
123,砂糖大さじ1,"844円",98,50,pieces,キッコーマン,2026-02-23,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 928円,冷凍食品
124,塩ひとつまみ,"394円",15,200,ml,森永,2025-09-07,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 425円,飲料
125,サラダ油小さじ1,"661円",22,100,g,カルピス,2025-12-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 727円,乳製品
126,砂糖大さじ2,"396円",29,100,pieces,森永,2025-12-09,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 435円,製菓材料
127,塩小さじ1,"124円",41,250,pieces,キッコーマン,2026-02-23,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 136円,調味料
128,酢大さじ4,"520円",78,500,ml,ネスレ,2025-11-12,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 572円,調味料
129,卵,"667円",82,100,l,キッコーマン,2026-04-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 733円,乳製品
130,牛乳,"816円",42,200,g,ネスレ,2026-01-08,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 897円,飲料
131,薄力粉50g,"290円",78,500,g,森永,2026-02-07,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 319円,スナック
132,砂糖大さじ1,"488円",73,10,pieces,ネスレ,2026-02-19,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 536円,調味料
133,塩ひとつまみ,"593円",76,1,kg,カルピス,2025-06-08,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 652円,製菓材料
134,溶かしバター(無塩)10g,"247円",36,200,kg,カルピス,2025-05-22,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 266円,飲料
135,サラダ油適量,"865円",98,50,l,森永,2025-07-18,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 951円,冷凍食品
136,クリームチーズ,"555円",56,250,ml,ネスレ,2026-01-24,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 610円,冷凍食品
137,砂糖10g,"456円",76,500,l,ネスレ,2025-08-20,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 501円,冷凍食品
138,生クリーム,"536円",22,1,kg,森永,2026-01-02,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 578円,スナック
139,いちご4個,"769円",30,500,g,明治,2025-05-29,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 845円,冷凍食品
140,こしあん,"486円",63,200,g,キッコーマン,2026-04-01,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 534円,スナック
141,マシュマロ,"701円",49,1,kg,明治,2025-11-27,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 771円,飲料
142,オレオ5枚,"637円",65,50,pieces,キッコーマン,2025-06-10,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 700円,スナック
143,ミルクチョコレート110g,"633円",8,50,pieces,キッコーマン,2026-03-01,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 696円,スナック
144,ホワイトチョコレート40g,"294円",54,200,g,雪印,2025-12-19,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 323円,飲料
145,無塩バター40g,"968円",82,250,l,ネスレ,2026-03-27,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1045円,調味料
146,砂糖30g,"473円",91,200,ml,森永,2025-10-14,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 510円,乳製品
147,牛乳,"542円",89,250,pieces,ネスレ,2025-12-20,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 585円,スナック
148,薄力粉120g,"282円",92,200,pieces,キッコーマン,2025-07-24,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 304円,スナック
149,ベーキングパウダー小さじ1/2(2g),"984円",8,100,l,キッコーマン,2025-09-11,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1082円,飲料
150,ホワイトチョコレート80g,"165円",56,50,l,カルピス,2025-09-20,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 178円,スナック
151,菜の花,"783円",99,100,pieces,森永,2025-09-06,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 861円,乳製品
152,ポン酢しょうゆ大さじ1,"954円",42,200,kg,明治,2025-07-27,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1049円,冷凍食品
153,からし小さじ1,"952円",25,50,pieces,キッコーマン,2025-11-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1047円,飲料
154,米(吸水済み)1合,"695円",86,100,pieces,カルピス,2026-03-05,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 764円,調味料
155,筑前煮,"930円",59,200,kg,キッコーマン,2026-02-09,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 1023円,製菓材料
156,水適量,"941円",44,10,pieces,明治,2026-03-21,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1016円,スナック
157,細ねぎ(刻み),"219円",56,1,kg,雪印,2025-12-18,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 240円,製菓材料
158,酒大さじ1/2,"511円",40,250,l,明治,2025-08-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 551円,冷凍食品
159,みりん大さじ1,"873円",17,250,ml,明治,2025-08-05,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 960円,製菓材料
160,しょうゆ大さじ1,"972円",0,1,kg,明治,2025-08-31,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 1049円,製菓材料
161,和風顆粒だし小さじ1/2,"900円",15,200,ml,ネスレ,2025-08-06,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 990円,調味料
162,おろししょうが小さじ1/2,"130円",3,250,l,雪印,2025-12-16,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 143円,冷凍食品
163,こしあん,"634円",78,100,pieces,明治,2025-05-21,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 697円,調味料
164,米(洗米済み)0.5合,"344円",70,500,g,森永,2026-04-06,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 371円,調味料
165,もち米(洗米済み),"543円",69,1,kg,森永,2025-06-13,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 597円,スナック
166,塩小さじ1/4,"126円",79,250,pieces,雪印,2025-06-19,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 138円,飲料
167,水240㏄,"855円",61,50,g,ネスレ,2026-03-17,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 940円,飲料
168,マシュマロ,"90円",95,200,ml,雪印,2025-08-05,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 99円,調味料
169,牛乳,"646円",91,250,pieces,キッコーマン,2025-10-12,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 710円,スナック
170,プレーンヨーグルト(無糖),"387円",69,10,g,キッコーマン,2025-05-20,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 417円,冷凍食品
171,抹茶大さじ1,"127円",84,100,g,キッコーマン,2025-11-22,true,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 137円,乳製品
172,マシュマロ,"199円",67,100,ml,カルピス,2025-10-13,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 214円,飲料
173,牛乳,"544円",69,1,kg,キッコーマン,2025-08-19,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 598円,冷凍食品
174,プレーンヨーグルト(無糖),"839円",20,200,l,森永,2025-10-12,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 922円,乳製品
175,レモン汁小さじ1,"860円",92,50,pieces,キッコーマン,2026-03-10,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込10% 946円,冷凍食品
176,マシュマロ,"428円",8,1,kg,雪印,2026-01-08,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 462円,製菓材料
177,牛乳,"386円",83,50,g,キッコーマン,2025-06-25,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 416円,乳製品
178,苺ヨーグルト125g,"908円",33,100,pieces,ネスレ,2026-03-25,false,2025-04-18 11:22:24.046,2025-04-18 11:22:24.046,税込8% 980円,冷凍食品
