151,おろししょうが,130円,250,l,税込10% 143円,t,雪印
152,こしあん,634円,100,pieces,税込10% 697円,t,明治
153,米,344円,500,g,税込8% 371円,f,森永
154,もち米,543円,1,kg,税込10% 597円,f,森永
155,塩,126円,250,pieces,税込10% 138円,t,雪印
157,マシュマロ,90円,200,ml,税込10% 99円,t,雪印
158,牛乳,646円,250,pieces,税込10% 710円,t,キッコーマン
159,プレーンヨーグルト(無糖),387円,10,g,税込8% 417円,t,キッコーマン
160,抹茶,127円,100,g,税込8% 137円,t,キッコーマン
161,マシュマロ,199円,100,ml,税込8% 214円,f,カルピス
163,プレーンヨーグルト(無糖),839円,200,l,税込10% 922円,f,森永
164,レモン汁,860円,50,pieces,税込10% 946円,f,キッコーマン
167,苺ヨーグルト,908円,100,pieces,税込8% 980円,f,ネスレ
168,レモン汁,471円,50,l,税込8% 508円,t,ネスレ
169,いちごジャム,391円,1,kg,税込8% 422円,f,明治
170,ミント,569円,50,pieces,税込10% 625円,f,雪印
174,粉砂糖,453円,100,g,税込8% 489円,f,明治
175,無頭えび尾,459円,500,ml,税込10% 504円,f,雪印
176,はんぺん,541円,500,g,税込10% 595円,f,ネスレ
177,ねぎ,948円,200,ml,税込8% 1023円,f,雪印
179,栗粉,395円,200,ml,税込8% 426円,f,明治
180,五色あられ,992円,100,l,税込8% 1071円,t,ネスレ
182,クリームチーズ,804円,500,pieces,税込10% 884円,f,雪印
183,卵,885円,250,g,税込10% 973円,f,雪印
186,レモン汁,80円,200,pieces,税込10% 88円,t,明治
187,薄力粉,367円,1,kg,税込10% 403円,t,明治
189,米合,791円,250,l,税込8% 854円,f,明治
190,もち米,375円,500,ml,税込8% 405円,f,キッコーマン
192,水,296円,50,g,税込8% 319円,f,森永
193,つぶあん,934円,100,l,税込8% 1008円,t,カルピス
194,抹茶,893円,200,ml,税込8% 964円,f,明治
195,きな粉,243円,10,ml,税込8% 262円,t,明治
197,くるみ[ロースト],289円,500,l,税込10% 317円,f,明治
200,黒すりごま,760円,500,ml,税込8% 820円,f,森永
203,牛サーロイン肉,711円,1,kg,税込10% 782円,f,明治
204,じゃがいも,844円,10,l,税込8% 911円,f,キッコーマン
205,ブロッコリー,362円,10,pieces,税込10% 398円,f,ネスレ
206,にんにく,146円,1,kg,税込10% 160円,t,ネスレ
208,サラダ油と,897円,250,pieces,税込8% 968円,t,ネスレ
209,粒マスタード,983円,1,kg,税込10% 1081円,f,キッコーマン
210,はちみつ,894円,50,ml,税込8% 965円,t,カルピス
212,大根,879円,1,kg,税込10% 966円,t,ネスレ
215,コチュジャンと,934円,500,g,税込8% 1008円,f,カルピス
216,しょうゆ,914円,1,kg,税込8% 987円,f,カルピス
217,はちみつ,105円,200,l,税込8% 113円,t,明治
218,水,966円,10,l,税込8% 1043円,t,カルピス
219,細ねぎ(刻み),478円,500,pieces,税込10% 525円,t,キッコーマン
221,無塩バター,909円,250,pieces,税込8% 981円,f,キッコーマン
222,強力粉,118円,10,l,税込8% 127円,f,カルピス
223,純ココア,813円,1,kg,税込8% 878円,t,森永
224,溶き卵,918円,500,pieces,税込8% 991円,f,森永
225,ミルクチョコレート,330円,50,g,税込10% 363円,f,カルピス
227,グラニュー糖,373円,500,ml,税込10% 410円,f,雪印
229,ミルクチョコレート,469円,10,l,税込10% 515円,f,明治
230,コーンフレーク,589円,1,kg,税込8% 636円,f,雪印
231,合いびき肉,875円,1,kg,税込10% 962円,t,雪印
232,パプリカ[冷凍],246円,1,kg,税込8% 265円,f,森永
234,オリーブオイル,529円,500,pieces,税込10% 581円,f,キッコーマン
235,ピザ用チーズ,246円,500,l,税込10% 270円,t,森永
238,ケチャップ,724円,200,g,税込10% 796円,f,ネスレ
239,パセリ(刻み),767円,100,pieces,税込8% 828円,f,森永
240,いちご,371円,50,ml,税込8% 400円,f,ネスレ
241,ホットケーキミックス,629円,10,ml,税込8% 679円,t,ネスレ
242,溶き卵,483円,50,g,税込8% 521円,f,キッコーマン
244,溶かしバター(無塩),619円,100,g,税込10% 680円,f,明治
245,砂糖,464円,100,g,税込8% 501円,f,雪印
246,レモン汁,80円,1,kg,税込8% 86円,t,カルピス
247,生クリーム,146円,250,ml,税込10% 160円,t,明治
248,練乳,110円,10,l,税込10% 121円,f,ネスレ
249,ミント,411円,50,pieces,税込8% 443円,t,カルピス
250,鶏もも肉,843円,100,g,税込10% 927円,f,雪印
251,大根,628円,10,pieces,税込8% 678円,t,明治
253,しょうゆと,405円,50,g,税込8% 437円,f,ネスレ
254,酒,943円,100,g,税込8% 1018円,t,雪印
255,みりん,775円,1,kg,税込10% 852円,t,森永
257,おろししょうが,470円,10,g,税込10% 517円,f,カルピス
260,むきえび[ゆで],129円,10,pieces,税込8% 139円,t,キッコーマン
261,ゆでだこ,121円,100,l,税込8% 130円,f,ネスレ
262,イカ[刺身],787円,50,pieces,税込10% 865円,t,雪印
263,セロリ[葉付き],849円,100,ml,税込8% 916円,t,森永
265,ミニトマト,340円,1,kg,税込8% 367円,t,雪印
266,ブラックオリーブ(スライス),828円,10,pieces,税込10% 910円,t,ネスレ
267,ホワイトバルサミコ酢,470円,200,kg,税込8% 507円,t,森永
268,オリーブオイル,254円,50,l,税込10% 279円,f,森永
270,塩,724円,1,kg,税込8% 781円,f,ネスレ
271,こしょう少々,286円,200,g,税込8% 308円,f,カルピス
272,ホタテ(ボイル),846円,1,kg,税込8% 913円,t,雪印
276,パン粉,683円,250,g,税込10% 751円,t,雪印
278,粒マスタード,526円,1,kg,税込10% 578円,t,雪印
279,ごはんお茶碗杯(),115円,50,ml,税込8% 124円,t,明治
280,合いびき肉,374円,10,ml,税込8% 403円,f,ネスレ
281,小松菜,857円,250,l,税込8% 925円,f,カルピス
283,にんじん,510円,1,kg,税込8% 550円,f,雪印
284,おろしにんにく,975円,200,l,税込8% 1053円,f,カルピス
288,ケチャップと,830円,500,l,税込8% 896円,t,雪印
289,ウスターソースと,838円,100,pieces,税込8% 905円,f,キッコーマン
290,カレー粉,853円,100,ml,税込10% 938円,t,キッコーマン
293,かにかまぼこ,436円,500,pieces,税込10% 479円,f,森永
294,ブロッコリー,501円,250,g,税込8% 541円,t,雪印
296,鶏ガラスープの素,681円,100,ml,税込10% 749円,t,森永
300,ブラックチョコレート(),770円,500,l,税込10% 847円,t,雪印
304,純ココア,828円,1,kg,税込10% 910円,f,カルピス
305,粉ゼラチン,454円,50,ml,税込10% 499円,f,雪印
306,水,276円,250,ml,税込8% 298円,f,キッコーマン
308,ブルーベリー,331円,1,kg,税込8% 357円,t,キッコーマン
309,ホイップクリーム,902円,200,ml,税込8% 974円,t,森永
310,ミント,806円,50,pieces,税込8% 870円,t,明治
311,くらしにベルク生中華太打ち麺食,201円,200,pieces,税込8% 217円,t,ネスレ
312,くらしにベルク旨辛スンドゥブチゲの素,592円,250,ml,税込10% 651円,t,雪印
313,くらしにベルクちくわ入り,196円,200,ml,税込8% 211円,f,森永
314,くらしにベルクベルクの赤たまご,701円,250,l,税込10% 771円,t,森永
315,くらしにベルクきぬとうふ,919円,200,g,税込10% 1010円,f,カルピス
316,にら,158円,500,g,税込10% 173円,t,明治
317,くらしにベルク鍋〆生ラーメン,598円,200,l,税込10% 657円,f,雪印
319,くらしにベルクチリトマト鍋つゆ,781円,10,pieces,税込10% 859円,f,明治
320,くらしにベルクライトツナフレークまぐろ油漬け缶パック,100円,1,kg,税込10% 110円,f,カルピス
321,くらしにベルク乱切り揚げなす,970円,50,g,税込10% 1067円,t,キッコーマン
322,くらしにベルクカットほうれん草,835円,10,l,税込10% 918円,t,カルピス
323,モッツァレラチーズ,669円,1,kg,税込10% 735円,t,ネスレ
324,くらしにベルク生中華太打ち麺食,882円,250,g,税込10% 970円,t,森永
325,くらしにベルクすき焼きのたれ,646円,50,l,税込8% 697円,f,雪印
327,牛肉,94円,100,pieces,税込8% 101円,f,雪印
328,白菜,432円,500,g,税込8% 466円,f,森永
655,白ネギ,558円,10,g,税込8% 602円,t,カルピス
329,牛脂,160円,250,g,税込10% 176円,t,明治
330,くらしにベルク生中華ちぢれ麺食,242円,250,g,税込8% 261円,f,ネスレ
331,くらしにベルクお徳用餃子の皮,479円,50,ml,税込8% 517円,t,カルピス
332,くらしにベルク背徳の背脂鍋つゆ,454円,200,ml,税込8% 490円,t,キッコーマン
333,くらしにベルク集まれ肉好き！万能スパイス,515円,10,ml,税込10% 566円,t,カルピス
334,豚ひき肉,462円,500,l,税込10% 508円,t,雪印
335,もやし,642円,200,pieces,税込10% 706円,f,ネスレ
336,青ネギ,205円,250,pieces,税込10% 225円,f,キッコーマン
338,春雨,687円,1,kg,税込8% 741円,t,明治
339,鶏ささみ(筋なし),266円,250,l,税込10% 292円,f,明治
343,白いりごま,733円,50,ml,税込10% 806円,f,明治
345,鶏ガラスープの素,784円,500,pieces,税込10% 862円,t,カルピス
346,おろししょうが,779円,500,ml,税込8% 841円,f,キッコーマン
348,ごはんどんぶり杯(),232円,200,l,税込10% 255円,f,キッコーマン
349,牛こま肉,830円,1,kg,税込10% 913円,f,森永
351,キムチ,278円,500,l,税込8% 300円,f,雪印
352,焼きのり,323円,10,ml,税込10% 355円,f,ネスレ
354,焼肉のたれ,925円,250,l,税込8% 999円,t,雪印
357,ごま油,93円,500,g,税込10% 102円,t,雪印
359,絹豆腐,876円,200,ml,税込8% 946円,t,ネスレ
365,ベーキングパウダー,887円,250,pieces,税込10% 975円,f,ネスレ
366,鶏むね肉[皮なし],600円,500,g,税込10% 660円,t,キッコーマン
369,溶き卵,368円,10,ml,税込8% 397円,t,ネスレ
371,ポン酢しょうゆと,968円,100,g,税込10% 1064円,f,雪印
373,ゆで卵,918円,200,ml,税込10% 1009円,t,カルピス
374,キムチ,578円,100,g,税込10% 635円,t,カルピス
375,マヨネーズ,352円,10,ml,税込10% 387円,t,雪印
376,牛切り落とし肉,747円,10,l,税込10% 821円,f,カルピス
378,ごぼう,961円,250,l,税込10% 1057円,f,キッコーマン
379,長ねぎ,359円,200,l,税込8% 387円,t,キッコーマン
380,サラダ油(炒め用),652円,50,g,税込10% 717円,f,明治
381,酒,120円,10,l,税込8% 129円,t,森永
382,みりん,201円,500,g,税込8% 217円,f,カルピス
385,薄力粉,415円,50,pieces,税込10% 456円,t,雪印
392,きな粉,706円,50,l,税込8% 762円,t,カルピス
395,黒蜜,792円,10,l,税込10% 871円,f,キッコーマン
397,生クリーム,544円,250,l,税込10% 598円,f,ネスレ
398,きな粉,804円,1,kg,税込10% 884円,t,ネスレ
400,黒豆[煮豆],578円,250,l,税込8% 624円,t,森永
401,黒蜜,624円,50,g,税込10% 686円,t,ネスレ
403,ブリ[切り身],996円,1,kg,税込10% 1095円,f,カルピス
407,酒,573円,200,pieces,税込10% 630円,f,キッコーマン
409,おろししょうが,771円,10,ml,税込10% 848円,f,ネスレ
411,めんつゆ[倍濃縮],453円,250,l,税込8% 489円,f,明治
413,かいわれ(刻み),566円,1,kg,税込10% 622円,f,雪印
414,アボカド,188円,250,ml,税込8% 203円,t,ネスレ
417,スライスチーズ,880円,250,g,税込8% 950円,f,明治
418,ツナ缶,853円,200,l,税込10% 938円,t,ネスレ
419,餃子の皮,364円,1,kg,税込8% 393円,t,森永
423,抹茶,606円,500,pieces,税込8% 654円,f,カルピス
424,れんこん,164円,250,l,税込10% 180円,t,雪印
425,ごま油,137円,200,g,税込8% 147円,t,カルピス
426,細ねぎ(刻み),404円,1,kg,税込10% 444円,t,雪印
427,絹豆腐,487円,10,ml,税込10% 535円,t,キッコーマン
428,酒,439円,250,l,税込8% 474円,t,カルピス
429,塩少々,738円,200,pieces,税込8% 797円,f,ネスレ
431,桜えび,580円,10,pieces,税込10% 638円,f,森永
436,しょうゆ,114円,100,ml,税込8% 123円,f,ネスレ
437,和風顆粒だし,759円,100,pieces,税込8% 819円,t,カルピス
439,サーモン(刺身用),280円,1,kg,税込10% 308円,t,ネスレ
440,ホタテ(刺身用),149円,500,l,税込8% 160円,f,雪印
441,ねぎ,190円,50,l,税込10% 209円,f,キッコーマン
443,酢,904円,1,kg,税込8% 976円,f,カルピス
444,粒マスタード,394円,200,kg,税込8% 425円,t,ネスレ
445,はちみつ,364円,10,l,税込10% 400円,f,雪印
450,白粉,563円,50,l,税込10% 619円,f,カルピス
453,鶏もも肉[骨付き],623円,50,l,税込8% 672円,f,ネスレ
454,じゃがいも,957円,500,l,税込10% 1052円,t,ネスレ
456,赤パプリカ,428円,10,g,税込10% 470円,f,カルピス
457,にんにく,820円,200,g,税込8% 885円,t,明治
458,ローリエ,555円,10,ml,税込8% 599円,t,雪印
459,タイム枝,587円,500,l,税込10% 645円,t,キッコーマン
460,オリーブオイル,464円,200,g,税込8% 501円,t,雪印
462,こしょう少々,958円,10,g,税込10% 1053円,t,森永
465,こしょう少々,155円,50,ml,税込8% 167円,t,キッコーマン
466,牛肉[シチュー用],391円,250,l,税込8% 422円,f,森永
468,にんじん,290円,10,pieces,税込8% 313円,t,キッコーマン
471,薄力粉と,640円,200,l,税込8% 691円,f,カルピス
472,有塩バター,539円,50,l,税込10% 592円,f,森永
473,カットトマト缶,931円,250,pieces,税込8% 1005円,t,明治
475,赤ワイン,276円,10,l,税込8% 298円,t,ネスレ
476,ローリエ,910円,1,kg,税込10% 1001円,t,キッコーマン
479,ケチャップ,158円,1,kg,税込8% 170円,t,カルピス
480,中濃ソース,628円,500,ml,税込8% 678円,f,雪印
481,ブロッコリー,507円,250,pieces,税込8% 547円,f,森永
482,塩少々,103円,10,l,税込8% 111円,t,キッコーマン
483,市販のスポンジケーキ,321円,100,ml,税込10% 353円,f,カルピス
486,お湯,576円,50,l,税込10% 633円,t,キッコーマン
487,生クリーム,730円,500,g,税込10% 803円,t,カルピス
488,練乳,686円,50,g,税込8% 740円,t,森永
489,スパゲティ,454円,1,kg,税込10% 499円,f,カルピス
490,むきえび,635円,100,g,税込10% 698円,t,カルピス
491,ねぎ,592円,250,ml,税込8% 639円,f,森永
493,オリーブオイル,125円,50,pieces,税込10% 137円,t,ネスレ
494,おろしにんにく少々,155円,200,ml,税込8% 167円,f,ネスレ
497,塩こしょう少々,684円,50,l,税込8% 738円,f,雪印
499,カットトマト缶,928円,50,ml,税込10% 1020円,t,雪印
500,コンソメ,414円,10,l,税込10% 455円,t,明治
506,牛乳,466円,1,kg,税込10% 512円,t,明治
507,ドライイースト,93円,500,pieces,税込8% 100円,t,明治
508,強力粉,599円,100,l,税込8% 646円,t,キッコーマン
510,無塩バター(常温),781円,50,g,税込10% 859円,t,カルピス
512,卵黄,647円,100,l,税込8% 698円,f,森永
514,アーモンドパウダー,480円,50,pieces,税込8% 518円,t,雪印
515,シナモンパウダー,643円,100,g,税込10% 707円,t,ネスレ
516,ドライフルーツミックス,932円,10,pieces,税込8% 1006円,t,カルピス
517,ミックスナッツ(無塩),458円,500,l,税込10% 503円,f,カルピス
518,ラム酒,847円,200,l,税込8% 914円,f,森永
520,グラニュー糖,218円,1,kg,税込10% 239円,t,森永
521,粉砂糖,906円,200,pieces,税込10% 996円,t,キッコーマン
522,むきえび,272円,200,pieces,税込8% 293円,t,ネスレ
523,アボカド,780円,10,g,税込8% 842円,f,明治
524,クリームチーズ,190円,10,pieces,税込8% 205円,t,キッコーマン
525,レモン汁,951円,50,ml,税込10% 1046円,f,雪印
526,マヨネーズ,96円,50,ml,税込10% 105円,t,明治
528,手羽元,402円,200,ml,税込8% 434円,f,キッコーマン
529,じゃがいも,869円,100,g,税込8% 938円,f,森永
530,赤パプリカ,373円,1,kg,税込10% 410円,f,森永
531,しょうが,198円,200,ml,税込10% 217円,t,森永
534,酒と,984円,200,kg,税込10% 1082円,f,ネスレ
535,みりん,390円,200,g,税込8% 421円,t,雪印
536,しょうゆと,175円,500,g,税込8% 189円,f,雪印
537,はちみつと,605円,1,kg,税込8% 653円,t,カルピス
538,イタリアンパセリ,897円,200,kg,税込10% 986円,t,雪印
539,スポンジケーキ[cm],283円,100,g,税込8% 305円,f,明治
543,キルシュ,812円,10,ml,税込10% 893円,f,カルピス
546,ブルーベリー,280円,100,pieces,税込8% 302円,t,明治
547,ミント,480円,100,ml,税込8% 518円,f,森永
548,ブリ[切り身],715円,10,l,税込10% 786円,f,森永
554,おろししょうが,680円,50,ml,税込8% 734円,t,明治
561,純ココア,685円,200,ml,税込10% 753円,f,明治
562,ホイップクリーム,357円,10,ml,税込10% 392円,t,ネスレ
563,ラズベリー,366円,50,pieces,税込8% 395円,t,カルピス
564,ブルーベリー,764円,1,kg,税込8% 825円,f,ネスレ
565,粉砂糖,901円,100,l,税込10% 991円,t,雪印
566,ミント,718円,1,kg,税込8% 775円,t,キッコーマン
567,牛切り落とし肉,706円,250,l,税込10% 776円,f,ネスレ
568,里芋,126円,250,ml,税込8% 136円,f,キッコーマン
569,長ねぎ,221円,1,kg,税込8% 238円,f,森永
570,にんじん,160円,200,pieces,税込10% 176円,t,森永
571,まいたけ,961円,100,g,税込8% 1037円,t,ネスレ
572,こんにゃく(),977円,200,g,税込10% 1074円,f,森永
576,和風顆粒だし,271円,200,pieces,税込10% 298円,t,キッコーマン
578,ミニトマト(赤・黄),290円,200,kg,税込10% 319円,f,明治
579,モッツァレラチーズ(チェリータイプ),443円,1,kg,税込10% 487円,t,明治
580,バジル,191円,250,pieces,税込10% 210円,f,ネスレ
584,とろけるスライス,808円,500,g,税込8% 872円,t,明治
585,雪印メグミルク牛乳,493円,100,ml,税込10% 542円,f,森永
586,トマト鍋つゆ,300円,500,ml,税込8% 324円,f,森永
587,鶏もも肉,462円,50,pieces,税込8% 498円,t,カルピス
588,ウインナソーセージ,890円,250,pieces,税込8% 961円,f,明治
590,きゃべつ,501円,50,pieces,税込10% 551円,f,ネスレ
591,たまねぎ,985円,1,kg,税込10% 1083円,f,カルピス
592,しめじ,120円,50,pieces,税込8% 129円,t,明治
593,にんじん,352円,500,g,税込10% 387円,t,カルピス
595,油揚げ,540円,50,ml,税込10% 594円,t,ネスレ
596,鶏ひき肉,461円,200,pieces,税込8% 497円,f,雪印
597,切り干し大根・千切り大根,887円,10,pieces,税込10% 975円,t,キッコーマン
598,しいたけ,852円,100,g,税込10% 937円,t,カルピス
600,みつば,123円,10,pieces,税込10% 135円,f,明治
601,ほんだし,796円,100,ml,税込10% 875円,f,雪印
602,切り干し大根のもどし汁,98円,50,l,税込8% 105円,t,明治
603,みそ,608円,250,g,税込10% 668円,t,雪印
604,練りごま,491円,500,g,税込10% 540円,f,ネスレ
607,豚ばらスライス,714円,500,g,税込10% 785円,t,カルピス
608,塩・こしょう,569円,50,ml,税込10% 625円,f,ネスレ
610,にら,806円,1,kg,税込8% 870円,t,カルピス
611,ご飯,867円,100,pieces,税込8% 936円,f,キッコーマン
612,白ごま,662円,1,kg,税込10% 728円,f,雪印
613,一味唐辛子,338円,100,pieces,税込10% 371円,t,森永
617,コチュジャン,142円,10,l,税込10% 156円,t,明治
618,ごま油,143円,10,g,税込10% 157円,t,森永
620,森永ミルク,462円,1,kg,税込8% 498円,f,森永
621,チョコレート,422円,200,ml,税込10% 464円,t,森永
622,バター,465円,10,g,税込8% 502円,t,雪印
623,ブランデー,518円,250,ml,税込10% 569円,f,雪印
624,くるみ,922円,10,l,税込8% 995円,f,ネスレ
625,オレンジピール,477円,1,kg,税込10% 524円,f,ネスレ
626,純ココア,777円,50,ml,税込8% 839円,f,ネスレ
629,マッシュルーム,158円,10,ml,税込8% 170円,t,キッコーマン
630,エリンギ,199円,100,g,税込8% 214円,t,明治
632,黒こしょう,846円,100,ml,税込8% 913円,t,カルピス
633,油,514円,200,ml,税込8% 555円,f,ネスレ
634,油,116円,100,ml,税込8% 125円,t,明治
635,バルサミコ酢,399円,200,kg,税込10% 438円,f,雪印
636,醤油 ,249円,50,ml,税込8% 268円,t,キッコーマン
638,赤ワイン,327円,200,g,税込10% 359円,t,キッコーマン
639,バター,366円,50,g,税込10% 402円,t,ネスレ
640,サーモン刺身,862円,10,pieces,税込8% 930円,t,カルピス
641,乾燥わかめ,820円,500,pieces,税込10% 902円,f,カルピス
642,長いも,682円,250,ml,税込8% 736円,t,ネスレ
647,練りわさび少々,412円,200,g,税込8% 444円,t,キッコーマン
649,スパゲティ,173円,250,ml,税込8% 186円,t,明治
